"row.names(data_code)"	"id"	"code"	"nocode"
"1"	1000876	0.000101441182073027	0.000206632944800423
"2"	100640	1.69121315563946e-05	-2.8808750213774e-06
"3"	100737	0.0018266782574488	0.0020110974878795
"4"	1008533	0.000705031104755782	0.0004573103368011
"5"	1009440	3.0911463855688e-05	-1.504162784704e-06
"6"	1011958	2.4143879406956e-05	2.79138200188848e-05
"7"	1012668	5.4526680476983e-05	5.7394753441669e-05
"8"	1015017	2.2975203010591e-05	1.3986535617778e-05
"10"	1016118	3.8041284024591e-05	5.1976399578127e-05
"11"	1017063	1.9511176390662e-07	-1.0223614539034e-07
"12"	1019914	0.000234000463065102	-7.087437338204e-05
"13"	102024	0.000339922683698834	-0.000158881017118684
"15"	1020921	5.91847390741802e-06	1.31607208150002e-07
"16"	1021984	0.0010823164381684	-0.00015852706497439
"17"	1024056	8.9894900269213e-07	-3.4147369133007e-07
"20"	1032653	1.5166244335909e-06	-1.4455694270859e-06
"22"	1037355	6.9996933673539e-05	6.60259614965034e-07
"23"	103869	2.219083460094e-05	-3.1931279335724e-05
"24"	1038987	1.11201235476775e-05	4.39536485064998e-08
"25"	1042519	0.00152982844182158	0.00052374219486951
"26"	1042671	1.7356561219347e-07	2.97270338157119e-07
"27"	1044436	0.00078127863518992	-0.0005471322753444
"29"	1048878	7.24825583956302e-08	-2.5937613532399e-07
"31"	105113	0.0282013978714791	0.0202915109577968
"33"	1051517	6.5951848582014e-06	-1.4337414886653e-06
"34"	1052235	6.1436036094553e-05	4.5176766712265e-05
"35"	1052559	8.79405299834301e-07	-1.4652323388342e-06
"37"	1053194	0.00041424723833303	-2.421290962395e-05
"41"	1059762	7.96131989473398e-06	2.45201576458984e-07
"43"	1060517	0.00141989071682224	4.29504554884698e-05
"45"	1068155	8.5088103076052e-05	8.2460900378097e-05
"46"	1068902	1.6825256126824e-06	3.1248253382073e-06
"48"	1069213	8.95691386020001e-06	2.2979262665446e-05
"52"	1072673	4.16603600862716e-05	3.58037340474014e-05
"54"	1074016	0.000452596601681116	9.98433977893798e-05
"55"	107428	0.00019472391467503	4.9835903200357e-05
"59"	1081222	9.5973979160802e-06	-0.000102199498900546
"60"	1081489	0.00155990475618973	-0.0042562476410367
"64"	1084157	1.2697479223558e-06	9.951494005009e-07
"65"	1087325	2.5468189279978e-07	-5.60051397795508e-08
"66"	1087471	8.0422195518761e-05	7.6654743304799e-05
"67"	1088120	3.8303775821769e-06	-1.668401177529e-06
"68"	1093690	5.4081228540132e-05	8.98472244243399e-06
"69"	1094453	0.00324852517059423	0.0027756628404239
"71"	1098922	9.4215604116399e-06	1.12364181558969e-05
"73"	110321	4.5306921219523e-06	-2.80711607070564e-05
"77"	1105574	0.000142003464033199	-0.000707924805619899
"83"	1106748	0.00038370529416573	0.000480767268594818
"84"	1106796	0.0087081055589602	0.0020456888332881
"88"	1107346	0.00014789907634499	3.9159479245232e-05
"89"	1107637	6.56059612302467e-05	6.177403790177e-06
"90"	1107738	1.53667005192491e-06	-5.63203303972894e-08
"91"	1108431	6.8411500158006e-05	2.6751775903684e-05
"92"	1108483	0.00107530586740749	0.00050379336560227
"93"	1108685	5.6474757802662e-06	2.0306023381613e-06
"96"	1108960	0.00014715974646419	-6.31079377161102e-05
"97"	1109142	0.000236719316087305	0.000122017442269573
"98"	1110303	0.000220761883316875	-1.4998504691627e-05
"99"	1110625	0.000254309787344172	0.000123660765107491
"100"	1110836	0.00139401789053678	0.00016494984384587
"101"	1111883	0.00386268795850497	0.00321184521206148
"102"	1112326	4.3668650465122e-07	-1.7762563605165e-07
"103"	1115404	0.0002854994287386	0.00136170550202023
"104"	1116937	1.82428982278747e-06	4.6838051667983e-07
"106"	1121806	6.7621200913923e-07	-4.3837409934326e-07
"110"	112867	0.0161215096986282	0.0131019595712715
"111"	1129425	0.00215996006013527	0.00265852375522248
"112"	112949	2.29044069061207e-05	1.18990374592485e-05
"113"	112952	0.000105759140657893	3.0246078805196e-05
"114"	113004	0.00014106956500363	8.5428696852014e-05
"115"	1131545	1.9310737042073e-06	1.1597990295077e-06
"117"	113674	0.000431301811973269	0.000201427803422998
"119"	1142871	0.0141864200269461	0.0103319531765452
"120"	1144575	0.00017559428790365	-2.2838862422849e-05
"122"	130710	1.33355554445555e-05	8.76750667499151e-06
"123"	13332	1.9619989733019e-05	5.500304253362e-06
"124"	13568	2.6043965903694e-05	2.4075651455963e-05
"125"	136998	0.000149937453703723	0.000173263174935944
"128"	138920	6.68520053131625e-05	1.396562818438e-05
"129"	139405	2.1721527431961e-05	1.31544453849575e-05
"130"	141365	1.1449089176272e-06	-2.74470227377161e-06
"131"	142010	9.9332571140881e-07	-5.41841988927599e-08
"132"	142233	3.38469973882614e-05	-1.260113651389e-05
"133"	142247	0.0039472246765409	0.0010341312225616
"134"	142373	0.0011376756930532	-0.00060489362160071
"135"	142384	0.000345308682377517	-4.66210813591396e-06
"136"	144633	0.000274606655852901	0.000256246616416409
"137"	146122	0.000382978765059432	0.000237927822619184
"138"	150877	1.54558296044973e-06	-2.7920523887789e-07
"140"	156210	2.81156960441554e-05	1.2559682671393e-05
"141"	160311	1.55759368566196e-05	-7.2376711848725e-06
"142"	1639771	9.16085671790713e-05	6.1792090206612e-05
"143"	1640195	5.55361290964299e-07	-8.79108978595401e-07
"145"	17991	3.34757828368802e-05	1.37030370897899e-05
"148"	185100	0.000135894928200904	9.6434619912757e-05
"149"	185950	0.000119719908846776	6.9228128246072e-05
"153"	206278	5.28796602794859e-06	9.4045759222174e-07
"154"	2063454	0.0169876142328984	0.0160991693795283
"155"	206609	0.000491610221719311	0.000242472851783622
"156"	2068089	0.000340079832800525	3.68831379774089e-05
"157"	207082	0.000108892595305165	2.3230539241893e-05
"158"	207355	0.00026716549274482	0.00050562512279602
"159"	207403	7.09346844490162e-05	3.75848528228988e-05
"160"	208595	0.00069704188715764	0.0005643657483177
"161"	208805	0.000144126392982714	-3.2096822612873e-05
"162"	209233	0.00034481146477365	-0.00027819071821588
"163"	209613	2.02859195897923e-06	-4.44974960445819e-07
"164"	209762	1.08347633628061e-05	6.743438245787e-06
"165"	210344	0.000112101436550109	8.6744618790113e-05
"166"	213308	9.2487170805788e-06	4.3838844665422e-06
"167"	214676	0.000168081918491928	4.2284243540621e-05
"169"	215003	1.0047186177826e-07	-4.49167320919301e-08
"171"	215825	0.00078292795608858	-7.78865676786199e-05
"172"	216350	0.00040137878516845	-0.00048149765727749
"174"	216748	7.6182869462957e-05	5.3223139961584e-05
"176"	217700	5.8767259358923e-05	-3.7193371894651e-05
"177"	217746	2.14567267841686e-05	2.88429662922426e-05
"178"	217748	1.1359022475531e-05	9.935605690651e-06
"179"	217917	2.7415065674976e-06	7.32422609247302e-07
"180"	217929	0.000196207296913341	9.99802975337191e-05
"181"	218116	4.60070867834671e-05	2.3188057465588e-05
"183"	219243	4.2378059097354e-06	-5.5508249568554e-06
"184"	219282	0.000152341054757222	0.000135048378897707
"187"	220524	0.0003968097417572	0.00017321667474881
"188"	221349	0.0111468731517562	0.0035478671608304
"189"	221791	1.11837947783105e-05	2.35463230737071e-06
"191"	222900	4.2585811438622e-05	5.2829593508563e-05
"192"	223126	1.04869747293361e-05	4.8269805526068e-06
"193"	223441	4.05524054093161e-05	-4.14643241557501e-06
"195"	223764	0.000236753409492586	-6.8909346686743e-05
"196"	224648	0.000487112244744862	0.000205091275134582
"197"	225379	2.64664408594733e-06	-9.3260263610471e-07
"199"	225894	1.8504692735212e-05	7.9058956639857e-06
"200"	2259380	1.31513318449455e-05	1.2309931521369e-05
"201"	226240	0.00318752513723053	0.00118420993382945
"204"	235541	0.0057052282112802	0.0032433044024391
"205"	236466	2.039504509704e-05	3.0238014914649e-05
"207"	237257	0.000166331642729735	8.2658067496514e-05
"208"	237634	0.00013091392672618	0.000149388363288517
"209"	237703	5.02947192027961e-05	3.93796306594902e-05
"211"	238280	0.00296029209622819	-0.00040602850821557
"213"	239185	0.000423927078660401	2.02561911357099e-05
"214"	240506	6.4895380865865e-07	3.3098042265688e-07
"216"	244063	0.00212464401140756	0.00198893586993416
"217"	2442916	2.64941147297212e-05	-0.00027183905926969
"218"	245723	0.000530802603647864	0.00026267939434041
"219"	246466	4.23684253831061e-06	6.36454502518199e-07
"221"	247867	1.76700830198317e-05	8.8051024458105e-06
"224"	249068	0.000166990213505019	8.6127277031847e-05
"226"	249773	2.02166204684047e-06	8.92128747050099e-07
"228"	250522	4.6519499513071e-06	1.9923977315553e-06
"229"	252274	0.0013909362077126	0.00065122259957506
"230"	252345	0.00078570731463333	-0.0010781718494625
"231"	253167	2.89762684646519e-05	1.65433692567909e-05
"232"	254007	3.7841552049354e-07	4.1066505112164e-07
"235"	254401	0.00095382498926741	5.86525911547902e-05
"236"	254949	9.9687153847835e-05	6.1294196133737e-05
"239"	255838	0.00201520685100973	-0.00082144959125364
"240"	256335	2.58739729170067e-06	3.07806259450983e-09
"241"	256569	1.15160952237445e-05	7.61648189610509e-06
"243"	2591424	1.22396642037497e-05	-6.64522196517207e-07
"244"	261663	3.81333389848744e-05	2.16338295823897e-05
"245"	262768	9.67441985697359e-05	-0.000123781880873494
"246"	268617	9.2925140280325e-05	3.2939821610699e-05
"247"	269781	3.6651462006465e-05	3.8918462097319e-05
"248"	269875	6.0139939265632e-05	3.4644996619716e-05
"249"	2733662	0.000223062069218221	0.000186325062761327
"250"	273690	2.76616347270579e-05	1.00763140889235e-05
"251"	278390	3.7068078791657e-07	-1.9200854157351e-07
"252"	279206	6.259367193889e-05	2.01249519054202e-06
"254"	2818167	4.43349257156786e-05	3.00952205171036e-05
"255"	2834426	1.94047002656566e-05	1.06222577872101e-06
"256"	284171	2.7312587211351e-06	4.1781556074454e-07
"257"	2946783	5.2409479368355e-05	7.5725434317129e-05
"259"	303643	7.11543180837699e-06	-6.2905056522044e-05
"260"	304694	1.5465739170524e-05	8.5173885007385e-06
"261"	308202	0.0005694059216617	0.00059730386559917
"262"	311035	9.5458299057845e-05	0.000294921695783188
"263"	313833	0.000392255456403385	0.000351092667001827
"264"	314599	0.00096727573669639	0.00043484140858185
"265"	316335	8.1168511704325e-05	6.3042664557459e-05
"267"	325776	1.37513807194475e-06	3.612388842658e-07
"268"	3276016	0.00016196725937076	0.000114593623625792
"269"	328081	5.5964065167929e-07	3.206977458652e-07
"271"	331521	0.000114190406413979	6.5729341132447e-05
"272"	331647	0.000299523177751207	3.02625354402261e-05
"274"	332557	4.00145705221102e-07	-8.967002050048e-07
"275"	336057	3.24992657755881e-06	1.20374501291142e-06
"276"	336745	4.44564093752999e-06	6.432065165176e-06
"278"	338196	2.3667470111643e-06	2.66002988285101e-07
"279"	339660	0.0593640475710331	0.0548635034252993
"280"	341698	0.00105787333202837	0.00014845221129304
"281"	343242	1.61301796315071e-05	9.957459390368e-06
"282"	345333	3.70911053158602e-05	3.55233470366575e-05
"283"	3468909	4.6174264577216e-05	2.0129723075575e-05
"285"	353494	0.0081270495415157	0.0030629019317984
"288"	357721	0.000115031798163459	6.6592554641961e-05
"289"	358068	6.35986337094604e-06	-0.000268141343915944
"291"	3582363	5.95022969635844e-05	5.02518679855578e-05
"293"	358590	0.000129347909037085	0.000143756898997602
"294"	358664	2.25960313215975e-05	7.4375742596029e-06
"296"	360823	0.000143631189428691	5.5419283204659e-05
"297"	3609950	0.00341915201201765	0.00312010190496101
"299"	361372	0.003933236392034	-0.000614647824653501
"300"	365415	0.0200497660898082	0.0207154987306311
"301"	367995	0.00027187188383145	0.000124091266762985
"302"	368218	0.0101706512389038	0.0080140761638703
"303"	370301	2.7182559482618e-05	1.0779422085675e-05
"305"	3809681	0.000116627640833302	6.1884102850021e-05
"307"	410072	9.8663509193944e-05	0.000155933726149125
"312"	4302554	0.000684828650103613	0.00062765736296503
"313"	4302753	0.000188617406172929	0.000145149415462779
"314"	4308759	0.00335996986410314	0.00193886905653972
"315"	4316013	0.000198795092602343	0.000111449686872283
"316"	4316722	9.791108324346e-07	-1.6032039600275e-06
"317"	4317750	4.36734803152859e-05	1.9831938138671e-05
"318"	4318042	0.00036501632358883	0.00010723434829161
"319"	4318356	0.000184476318598617	8.4487492362025e-05
"320"	4320381	2.66366078295009e-05	8.38255975306e-06
"322"	4322410	0.000615145614141641	0.00047464822309986
"323"	4324314	0.0007010259672736	-0.00036066512832253
"324"	4337833	5.2558973879605e-05	2.6213030340309e-05
"325"	4339223	0.00372312101980185	-0.00123803592962454
"326"	4339351	0.0299570046340741	0.015735636577598
"327"	4342317	0.00153858650426148	0.00100454702531703
"328"	4345857	0.000171657125742839	-0.000477127130904633
"329"	4346961	4.6469230289286e-06	1.09777184682823e-06
"330"	4348098	1.76838869908971e-05	1.06306061549124e-05
"331"	4350559	6.1027147494469e-05	4.6435844181375e-05
"332"	4358255	0.00136606917324809	0.00038012707145245
"333"	4359497	1.14391969565368e-05	1.97955813071149e-05
"334"	436590	0.00013411496310513	-8.34181233994901e-05
"335"	4369011	0.000275736510899807	4.6389267625635e-05
"336"	4370738	0.000168945070184953	-9.7542959239814e-05
"337"	4379833	0.000343206954417932	-0.00096328033373983
"338"	4401982	1.17787500811464e-05	1.7209865733497e-06
"339"	4402900	6.3963800444788e-05	-6.735867087271e-06
"340"	4402996	6.5834817382565e-05	4.6543388809394e-05
"341"	4405640	0.000973128727461805	0.00047287590616689
"344"	4447718	0.00114432659889027	-0.00064452080202742
"345"	4469039	0.000449131186213241	0.000430575260271185
"347"	4477117	1.91584819229676e-05	1.77398472834663e-05
"348"	4479100	0.000376355724529629	0.000208274889857983
"349"	4479944	0.000463019820722702	0.000259630128894355
"350"	46818	0.0001545739862516	0.00012674241845757
"351"	48487	2.8891590368512e-05	-0.000130315582705181
"353"	509899	0.000176838647208075	0.000110112549665348
"359"	511817	9.1565148169875e-05	5.2204030603723e-05
"360"	512148	4.655553932535e-05	3.2530256612623e-05
"361"	512397	3.10832887821999e-06	3.2793098369403e-07
"364"	513073	0.000436735901055966	0.0003793896975385
"365"	514041	0.00010422687890675	9.8381370022196e-05
"366"	515709	5.6167742162791e-05	4.0870425102128e-05
"367"	519510	0.000215545862189549	0.000269908792565461
"369"	521158	2.44899698220453e-05	6.31980211816939e-06
"370"	527397	0.0089028711115328	0.0064643996196275
"371"	529067	8.9086944863669e-05	5.6028240854643e-05
"372"	529793	0.000282073132695714	-0.000318129361629994
"374"	532139	0.00350738278886899	0.00274170310793243
"376"	534301	1.65497630624925e-05	5.3162514287293e-06
"380"	537115	0.000108875153823338	-9.7195679585834e-05
"381"	537655	0.00069572260561866	-0.00189492634641156
"382"	538111	1.8870852139398e-06	-1.9658386538106e-06
"384"	539336	0.00510941977835373	0.00440395516564616
"385"	539496	0.000400062375624859	-0.00112343198097737
"386"	539866	0.0246467607961761	0.0213625809044196
"389"	540592	0.0006208825013442	0.00019001123189094
"390"	541155	0.00044219539646073	0.000355751275924589
"391"	541299	6.58594364941701e-06	2.09587185773501e-06
"392"	541511	0.0409450908481359	0.0228581117612207
"393"	541741	1.45240033459896e-06	4.6546500652249e-07
"394"	544711	0.00075681181349833	0.00053521656485162
"395"	544772	0.00111472483671395	0.0004188659840941
"396"	545247	0.000264228593174878	-0.000105645479642325
"397"	545548	2.9328821834254e-05	-3.7092268692234e-05
"398"	546371	0.00417435947919959	0.00365146127770768
"400"	547097	3.66627933563215e-05	1.09111431738689e-06
"401"	547148	0.000130685126821591	9.1067525819537e-05
"402"	547608	3.9916923258118e-05	3.9258227849439e-05
"404"	549557	0.000117423184305546	9.885985199287e-05
"405"	550164	2.0968944421183e-05	7.909447040344e-06
"406"	550219	0.00085807489649944	-6.71702346469101e-05
"408"	551344	6.67119063474734e-06	1.6377753710569e-06
"409"	551647	0.00048657806209802	0.0001883922853069
"410"	551895	5.4808357803078e-06	-3.5269901549681e-06
"411"	552186	0.00079217615950201	0.00042702367952356
"413"	552989	5.9970441702364e-05	-6.41341357192501e-06
"415"	55354	8.7740783997193e-05	3.4431101358298e-05
"417"	553648	1.38256388217801e-06	1.57996101686901e-06
"418"	554390	0.00176479053501596	0.00141571981926064
"420"	556561	0.0305118431076332	0.0260744376001195
"421"	557467	0.000285781329988501	5.7818414862463e-05
"424"	558911	0.000280574158024818	5.493786127653e-05
"425"	559780	0.000118193173075429	-8.90844760440999e-06
"426"	561452	0.00099986369060918	0.00128007918338508
"429"	562177	0.00012821556887473	0.000108825527808718
"430"	562311	1.842667809647e-08	-1.0422027014818e-07
"431"	562332	1.20951674503694e-05	2.9741710260661e-06
"432"	562438	7.2860950798205e-05	-0.000155451803740183
"433"	562604	3.9742056834557e-06	-6.18814395039985e-08
"434"	562922	6.2351403984285e-05	3.62742807214765e-05
"435"	564004	3.2284475209481e-06	8.09151627383401e-07
"438"	565604	0.000102433457160288	-0.000134573123252197
"439"	566578	0.000303774375994874	-9.45577353185501e-06
"440"	567333	5.58593734008172e-06	1.1584140388546e-06
"443"	568461	0.000339851561019059	-5.3667622737301e-05
"444"	569066	8.8114630370206e-05	-0.00030209405429465
"445"	570086	0.0030556936888163	0.001983165048098
"446"	570407	1.99232905760816e-05	1.05261320788344e-05
"447"	570552	0.000117964323669659	7.1427555907017e-05
"448"	570576	0.000933706271950731	0.00054496616010956
"449"	570595	2.00876415028145e-05	1.77294282742625e-05
"450"	571363	0.00189109190526734	0.00174517720417574
"452"	571700	0.000150173387834167	0.000110735607794234
"453"	573135	0.0221675150248852	0.00369224602077531
"455"	576059	0.000108641076775256	-2.9733146568477e-05
"456"	576136	0.00066512801602179	0.0006116817839687
"457"	576653	6.20209930407474e-05	-1.3763227978182e-05
"458"	577068	7.0241774049249e-06	4.2962864248307e-06
"459"	578508	1.95976117303363e-06	8.6699944879481e-07
"460"	578951	5.951218839408e-05	4.4151857320858e-05
"461"	580625	7.3906449083995e-06	-4.7125761324582e-06
"462"	581900	6.7022040035393e-05	5.3141970770637e-05
"463"	582391	8.1951705569067e-06	2.0139017516923e-06
"464"	583489	4.47672150016871e-05	2.65050736023965e-05
"468"	585878	0.00058299858206759	0.00052050406031874
"469"	586031	0.00023224814587725	0.000205917676723384
"472"	58633	0.00034675544489776	2.547867689327e-05
"473"	586388	2.432278274946e-05	5.2167809946963e-05
"475"	587540	2.45237578804995e-05	-5.69587029566371e-06
"477"	588630	0.000138827429267286	0.000102901065155444
"479"	588861	2.92264661104812e-06	1.58480444231999e-06
"480"	589500	0.000196479349193408	-0.000283317675673849
"481"	589597	0.0008915102203813	0.0002397699945587
"483"	591157	0.00227450111806434	-7.684826102425e-05
"484"	591340	0.000452685714435565	0.000259871750844174
"485"	591358	9.63424023289063e-05	7.6624032589982e-05
"487"	591647	1.19471394203778e-05	9.3976167561602e-06
"488"	591683	0.000691302633058182	0.000654502746788782
"489"	591747	4.06957624067195e-06	1.31827345136942e-06
"490"	592129	3.2535302967187e-05	7.30370120966101e-06
"496"	620224	0.000957150944716976	0.000622417376882267
"497"	622731	0.000274248980840532	0.000127492216858344
"498"	624312	4.49649987823521e-06	5.02616247944211e-07
"499"	624858	8.0447362000279e-06	-1.23543892346402e-07
"500"	627435	1.62472665609212e-05	8.18964847611769e-06
"503"	646030	0.00029052623258437	5.15589611718899e-06
"504"	646549	0.0342401611861	0.026863478505968
"505"	647472	0.000567750582442871	0.000196939806110416
"506"	648543	4.58512316088493e-06	-9.43006004044004e-08
"507"	654742	8.7911426543185e-05	3.9658383770508e-05
"508"	657034	4.09162318193173e-05	4.11605999006381e-06
"509"	662808	7.3067184878643e-05	1.4373104007939e-05
"510"	664216	0.00040740554781139	-0.00027274298869599
"511"	672471	6.70368361302738e-05	5.32638579852161e-05
"512"	673712	0.00346771484344043	-0.00222227362003472
"515"	679787	1.39767782450445e-06	3.71398897971997e-08
"518"	688259	3.4793839777886e-05	-1.9642874768449e-05
"519"	691349	4.2397221941622e-05	2.1581734795191e-05
"520"	693971	1.41842969402893e-05	-5.6041666551284e-06
"522"	698517	0.000494278428317756	0.000181180388073956
"523"	699318	7.67275462772549e-05	2.682447676135e-05
"524"	709657	0.000147906937825735	0.000139015098034165
"525"	709971	3.99808325871501e-07	1.9120542971367e-06
"526"	717396	1.18355427650741e-05	7.96408255922531e-06
"527"	718335	7.7700812421974e-05	9.0443097311872e-05
"529"	723100	3.44157870910824e-06	1.58545073010071e-06
"530"	726736	5.6995503490168e-07	-2.6275073090226e-07
"531"	729145	2.33367474121636e-06	-4.2395496621253e-07
"532"	731014	4.13076968383102e-05	2.53922894164536e-05
"534"	735782	0.000390621264695243	-0.00028919495917345
"536"	740154	4.7156163701531e-06	5.7818293976764e-06
"538"	750320	0.00089110866126649	-0.000649177951544341
"539"	751138	2.9919771016972e-05	-0.000121496915719273
"540"	751555	0.00120522506335401	0.00119696722982726
"541"	754410	1.1527953519763e-06	-1.92236071163965e-05
"542"	755077	0.00110167791850509	-0.00022388902422424
"544"	758928	0.0145308114466586	0.0076705894433171
"547"	761601	0.000831335593971912	0.000545853783022438
"548"	763448	0.0001172364228919	5.9840619789753e-05
"552"	772651	6.2883730016449e-06	-4.6577846077619e-06
"554"	775560	2.14248849565327e-05	4.5839681123742e-06
"555"	778795	0.00531900734239742	0.0025549457941797
"556"	778968	0.00010777789103752	8.8842537848564e-05
"558"	783660	0.00020216063074441	8.3792099090327e-05
"559"	78422	0.003484529048034	0.000782431374300202
"561"	788632	0.00115381510272769	0.00032219313429929
"565"	792868	8.377553354594e-07	8.59205297911998e-07
"566"	794280	1.05113923902087e-05	2.7786964816201e-06
"570"	807260	5.76160373480622e-05	3.9761523993146e-05
"572"	808919	4.5397662268769e-05	-0.000143240086936513
"573"	809189	0.000455341526240012	0.000640902540206609
"574"	809485	0.0178977839207364	0.0113371573365514
"575"	810167	6.032891881836e-08	2.20570872996279e-07
"577"	810700	1.63733195493657e-05	1.74949254163338e-05
"578"	810882	9.0903592715317e-06	2.9533327153983e-06
"580"	811187	2.85840831239142e-05	1.89452858062222e-05
"582"	811424	0.00145679690002234	-0.00021640714124828
"583"	811435	2.9714365448921e-05	5.7133976772739e-06
"584"	811449	4.3952067494485e-06	7.262838813999e-07
"585"	812105	0.00061869623253963	-0.00011420539335127
"586"	812809	1.80419838959729e-05	6.3880098789909e-06
"591"	814282	2.37541639241199e-07	-4.83825041004301e-07
"592"	814295	9.5094537112992e-05	6.5566940378145e-05
"594"	816291	0.000717664095860779	0.000651277965387524
"596"	816631	1.52324093083852e-06	-4.90493334728841e-07
"598"	818174	0.00011216435370738	9.31225136233901e-05
"601"	819681	1.51884221440717e-05	-4.82994301452099e-07
"602"	819893	2.06150647812915e-06	-9.87778226019499e-07
"605"	822571	2.60799212586705e-05	-1.56813669168088e-05
"607"	822874	0.0300311836249747	0.0191753543033985
"608"	823091	4.0290691660569e-05	3.10208538147633e-05
"609"	823633	1.09709741417729e-06	5.8650469049079e-07
"610"	824146	0.00182911124345915	0.00226624218709467
"613"	824826	5.327035339311e-08	-8.02446786370998e-08
"614"	825183	3.3483098988787e-07	-3.5247773559779e-07
"615"	828127	5.61073032893e-07	9.92538761249399e-07
"621"	832626	9.23875203081588e-06	3.5923775219006e-06
"624"	833957	1.43412530695774e-05	7.4883477334791e-06
"625"	835594	0.000212781945262723	0.000225882346064118
"628"	849092	0.007150788630829	-0.0040427646278024
"629"	849156	0.0065714565991124	0.0016997706880825
"630"	850135	8.1467090248406e-06	1.8141428702615e-06
"631"	851113	4.70458327396472e-06	3.94088687211565e-06
"633"	852722	2.4643811460644e-07	8.58992563400898e-08
"637"	855996	0.00076832728764677	0.00071014847164584
"638"	859157	7.10832250596111e-06	3.0117251698671e-06
"639"	859313	2.93897792604874e-05	1.98525837861962e-05
"640"	864304	4.44056232767938e-05	4.92912749449604e-05
"642"	865520	1.10820609700036e-06	-6.43440991337689e-08
"643"	873887	0.0013765145292449	0.00138870650122073
"645"	876066	0.000140428364762966	0.000107780877742129
"646"	876170	6.9923971857272e-07	-1.92567706370701e-08
"647"	876519	1.40679988235875e-05	2.8826864317777e-06
"651"	882681	9.15784478546899e-06	1.9827067175117e-05
"656"	893232	2.5038110431143e-06	6.8867448413982e-06
"660"	901893	4.2642102632934e-05	1.92498864011348e-05
"661"	902698	7.1979317253426e-05	0.000202086442164923
"662"	906820	0.000214258153063543	0.000298274202910024
"663"	909170	3.9712564274626e-06	4.4737240807357e-06
"664"	912372	3.1410043042875e-05	3.5095608379305e-05
"665"	915265	0.000604748039904211	-0.0054908435197427
"666"	915631	0.000215547602574697	0.000201326717267211
"668"	917888	8.7773174297451e-05	8.47934952904203e-06
"669"	918840	2.47133355176299e-05	1.05962584708842e-05
"670"	920852	0.00048001150461568	8.650039051881e-05
"672"	925200	9.4868849761462e-06	7.5020180028725e-06
"673"	929699	4.9563696262817e-05	3.5970572448255e-05
"674"	930055	1.80696149341936e-05	2.6471954263357e-05
"675"	931593	5.12009832246485e-05	3.73521623178341e-05
"678"	937372	0.00048546480697779	0.00036104854317643
"679"	937954	5.43694556091379e-06	2.92695389463961e-06
"680"	938039	4.70439776918399e-05	6.76637053588698e-05
"682"	940737	0.000169643272766844	-8.1124149214602e-05
"685"	943138	0.0015506823417359	0.0046238215502196
"686"	944435	0.00094872299015252	0.00062246211853036
"687"	945478	2.022608125309e-06	-5.9747223625347e-06
"688"	945733	4.0602198107297e-05	3.4023607372726e-05
"689"	946179	0.000140147751068243	8.6886204141433e-05
"690"	946860	0.000138760740245009	-2.3986228705282e-05
"691"	949062	0.00031297327189362	0.000407718066660934
"693"	952203	0.0004009462836034	0.0006292745174553
"694"	957360	0.000108100085944575	-7.23715263120162e-08
"695"	959372	0.000310156298018507	1.7125473566928e-05
"696"	960076	4.81664196392799e-07	7.54388369854e-07
"697"	960217	0.000549883864842485	0.000531509787363218
"698"	961783	0.0148428122575986	0.000495034537119
"699"	962736	0.000116652871119153	-7.4488026512047e-05
"700"	963779	0.00020165664598025	8.14150745140998e-05
"701"	965853	0.000288069399102322	2.6024291859618e-05
"704"	968261	0.000298753347562407	0.000200257199608426
"705"	969805	5.9362665257488e-06	-2.19900082829496e-07
"708"	984175	9.4395270077763e-06	5.5778567279927e-06
"709"	987696	1.6171451921514e-06	-2.80889447592602e-07
"710"	987899	4.52910578286301e-05	2.50712251916458e-05
"711"	989109	0.000232279995418398	0.000171385277186743
"712"	992428	0.00244749045989888	0.00038998004806259
"713"	993474	1.2200494000442e-07	-5.097498083841e-08
"714"	994823	9.08852098424686e-05	7.45992457847899e-06
